trade_date,code,old_record_type,old_source_mode,old_scan_terminal_state,new_record_type,new_source_mode,new_scan_terminal_state,reclassification,evidence
2023-01-05,600992.SH,SOURCE_LIMITED_PREPARED_RECORD,PROJECT_AUCTION_PREPARE_CACHE,SOURCE_LIMITED,OBSERVED_RAW_PATTERN,AUCTION_PREPARE_COMPUTED,PREPARED,SOURCE_LIMITED_TO_OBSERVED_RAW_PATTERN,provider returned None in wrapped runtime call; prepared row is computed fallback output
2023-01-05,000938.SZ,SOURCE_LIMITED_PREPARED_RECORD,PROJECT_AUCTION_PREPARE_CACHE,SOURCE_LIMITED,OBSERVED_RAW_PATTERN,AUCTION_PREPARE_COMPUTED,PREPARED,SOURCE_LIMITED_TO_OBSERVED_RAW_PATTERN,provider returned None in wrapped runtime call; prepared row is computed fallback output
2023-01-05,000736.SZ,SOURCE_LIMITED_PREPARED_RECORD,PROJECT_AUCTION_PREPARE_CACHE,SOURCE_LIMITED,OBSERVED_RAW_PATTERN,AUCTION_PREPARE_COMPUTED,PREPARED,SOURCE_LIMITED_TO_OBSERVED_RAW_PATTERN,provider returned None in wrapped runtime call; prepared row is computed fallback output
2023-01-05,000797.SZ,SOURCE_LIMITED_PREPARED_RECORD,PROJECT_AUCTION_PREPARE_CACHE,SOURCE_LIMITED,OBSERVED_RAW_PATTERN,AUCTION_PREPARE_COMPUTED,PREPARED,SOURCE_LIMITED_TO_OBSERVED_RAW_PATTERN,provider returned None in wrapped runtime call; prepared row is computed fallback output
2023-01-05,000670.SZ,SOURCE_LIMITED_PREPARED_RECORD,PROJECT_AUCTION_PREPARE_CACHE,SOURCE_LIMITED,OBSERVED_RAW_PATTERN,AUCTION_PREPARE_COMPUTED,PREPARED,SOURCE_LIMITED_TO_OBSERVED_RAW_PATTERN,provider returned None in wrapped runtime call; prepared row is computed fallback output
2023-01-05,002712.SZ,SOURCE_LIMITED_PREPARED_RECORD,PROJECT_AUCTION_PREPARE_CACHE,SOURCE_LIMITED,OBSERVED_RAW_PATTERN,AUCTION_PREPARE_COMPUTED,PREPARED,SOURCE_LIMITED_TO_OBSERVED_RAW_PATTERN,provider returned None in wrapped runtime call; prepared row is computed fallback output
2023-01-05,002188.SZ,SOURCE_LIMITED_PREPARED_RECORD,PROJECT_AUCTION_PREPARE_CACHE,SOURCE_LIMITED,OBSERVED_RAW_PATTERN,AUCTION_PREPARE_COMPUTED,PREPARED,SOURCE_LIMITED_TO_OBSERVED_RAW_PATTERN,provider returned None in wrapped runtime call; prepared row is computed fallback output
2023-01-05,002575.SZ,SOURCE_LIMITED_PREPARED_RECORD,PROJECT_AUCTION_PREPARE_CACHE,SOURCE_LIMITED,OBSERVED_RAW_PATTERN,AUCTION_PREPARE_COMPUTED,PREPARED,SOURCE_LIMITED_TO_OBSERVED_RAW_PATTERN,provider returned None in wrapped runtime call; prepared row is computed fallback output
2023-01-05,002494.SZ,SOURCE_LIMITED_PREPARED_RECORD,PROJECT_AUCTION_PREPARE_CACHE,SOURCE_LIMITED,OBSERVED_RAW_PATTERN,AUCTION_PREPARE_COMPUTED,PREPARED,SOURCE_LIMITED_TO_OBSERVED_RAW_PATTERN,provider returned None in wrapped runtime call; prepared row is computed fallback output
2023-01-06,600095.SH,SOURCE_LIMITED_PREPARED_RECORD,PROJECT_AUCTION_PREPARE_CACHE,SOURCE_LIMITED,OBSERVED_RAW_PATTERN,AUCTION_PREPARE_COMPUTED,PREPARED,SOURCE_LIMITED_TO_OBSERVED_RAW_PATTERN,provider returned None in wrapped runtime call; prepared row is computed fallback output
2023-01-06,603105.SH,SOURCE_LIMITED_PREPARED_RECORD,PROJECT_AUCTION_PREPARE_CACHE,SOURCE_LIMITED,OBSERVED_RAW_PATTERN,AUCTION_PREPARE_COMPUTED,PREPARED,SOURCE_LIMITED_TO_OBSERVED_RAW_PATTERN,provider returned None in wrapped runtime call; prepared row is computed fallback output
2023-01-06,000665.SZ,SOURCE_LIMITED_PREPARED_RECORD,PROJECT_AUCTION_PREPARE_CACHE,SOURCE_LIMITED,OBSERVED_RAW_PATTERN,AUCTION_PREPARE_COMPUTED,PREPARED,SOURCE_LIMITED_TO_OBSERVED_RAW_PATTERN,provider returned None in wrapped runtime call; prepared row is computed fallback output
2023-01-06,000049.SZ,SOURCE_LIMITED_PREPARED_RECORD,PROJECT_AUCTION_PREPARE_CACHE,SOURCE_LIMITED,OBSERVED_RAW_PATTERN,AUCTION_PREPARE_COMPUTED,PREPARED,SOURCE_LIMITED_TO_OBSERVED_RAW_PATTERN,provider returned None in wrapped runtime call; prepared row is computed fallback output
2023-01-06,002357.SZ,SOURCE_LIMITED_PREPARED_RECORD,PROJECT_AUCTION_PREPARE_CACHE,SOURCE_LIMITED,OBSERVED_RAW_PATTERN,AUCTION_PREPARE_COMPUTED,PREPARED,SOURCE_LIMITED_TO_OBSERVED_RAW_PATTERN,provider returned None in wrapped runtime call; prepared row is computed fallback output
2023-01-06,002213.SZ,SOURCE_LIMITED_PREPARED_RECORD,PROJECT_AUCTION_PREPARE_CACHE,SOURCE_LIMITED,OBSERVED_RAW_PATTERN,AUCTION_PREPARE_COMPUTED,PREPARED,SOURCE_LIMITED_TO_OBSERVED_RAW_PATTERN,provider returned None in wrapped runtime call; prepared row is computed fallback output
2023-01-06,600853.SH,SOURCE_LIMITED_PREPARED_RECORD,PROJECT_AUCTION_PREPARE_CACHE,SOURCE_LIMITED,OBSERVED_RAW_PATTERN,AUCTION_PREPARE_COMPUTED,PREPARED,SOURCE_LIMITED_TO_OBSERVED_RAW_PATTERN,provider returned None in wrapped runtime call; prepared row is computed fallback output
2023-01-06,001267.SZ,SOURCE_LIMITED_PREPARED_RECORD,PROJECT_AUCTION_PREPARE_CACHE,SOURCE_LIMITED,OBSERVED_RAW_PATTERN,AUCTION_PREPARE_COMPUTED,PREPARED,SOURCE_LIMITED_TO_OBSERVED_RAW_PATTERN,provider returned None in wrapped runtime call; prepared row is computed fallback output
2023-01-06,002712.SZ,SOURCE_LIMITED_PREPARED_RECORD,PROJECT_AUCTION_PREPARE_CACHE,SOURCE_LIMITED,OBSERVED_RAW_PATTERN,AUCTION_PREPARE_COMPUTED,PREPARED,SOURCE_LIMITED_TO_OBSERVED_RAW_PATTERN,provider returned None in wrapped runtime call; prepared row is computed fallback output
2023-01-06,002654.SZ,SOURCE_LIMITED_PREPARED_RECORD,PROJECT_AUCTION_PREPARE_CACHE,SOURCE_LIMITED,OBSERVED_RAW_PATTERN,AUCTION_PREPARE_COMPUTED,PREPARED,SOURCE_LIMITED_TO_OBSERVED_RAW_PATTERN,provider returned None in wrapped runtime call; prepared row is computed fallback output
2023-01-06,000507.SZ,SOURCE_LIMITED_PREPARED_RECORD,PROJECT_AUCTION_PREPARE_CACHE,SOURCE_LIMITED,OBSERVED_RAW_PATTERN,AUCTION_PREPARE_COMPUTED,PREPARED,SOURCE_LIMITED_TO_OBSERVED_RAW_PATTERN,provider returned None in wrapped runtime call; prepared row is computed fallback output
2023-01-06,002351.SZ,SOURCE_LIMITED_PREPARED_RECORD,PROJECT_AUCTION_PREPARE_CACHE,SOURCE_LIMITED,OBSERVED_RAW_PATTERN,AUCTION_PREPARE_COMPUTED,PREPARED,SOURCE_LIMITED_TO_OBSERVED_RAW_PATTERN,provider returned None in wrapped runtime call; prepared row is computed fallback output
2023-01-06,001896.SZ,SOURCE_LIMITED_PREPARED_RECORD,PROJECT_AUCTION_PREPARE_CACHE,SOURCE_LIMITED,OBSERVED_RAW_PATTERN,AUCTION_PREPARE_COMPUTED,PREPARED,SOURCE_LIMITED_TO_OBSERVED_RAW_PATTERN,provider returned None in wrapped runtime call; prepared row is computed fallback output
2023-01-06,603050.SH,SOURCE_LIMITED_PREPARED_RECORD,PROJECT_AUCTION_PREPARE_CACHE,SOURCE_LIMITED,OBSERVED_RAW_PATTERN,AUCTION_PREPARE_COMPUTED,PREPARED,SOURCE_LIMITED_TO_OBSERVED_RAW_PATTERN,provider returned None in wrapped runtime call; prepared row is computed fallback output
2023-01-09,601865.SH,SOURCE_LIMITED_PREPARED_RECORD,PROJECT_AUCTION_PREPARE_CACHE,SOURCE_LIMITED,OBSERVED_RAW_PATTERN,AUCTION_PREPARE_COMPUTED,PREPARED,SOURCE_LIMITED_TO_OBSERVED_RAW_PATTERN,provider returned None in wrapped runtime call; prepared row is computed fallback output
2023-01-09,000301.SZ,SOURCE_LIMITED_PREPARED_RECORD,PROJECT_AUCTION_PREPARE_CACHE,SOURCE_LIMITED,OBSERVED_RAW_PATTERN,AUCTION_PREPARE_COMPUTED,PREPARED,SOURCE_LIMITED_TO_OBSERVED_RAW_PATTERN,provider returned None in wrapped runtime call; prepared row is computed fallback output
2023-01-09,002683.SZ,SOURCE_LIMITED_PREPARED_RECORD,PROJECT_AUCTION_PREPARE_CACHE,SOURCE_LIMITED,OBSERVED_RAW_PATTERN,AUCTION_PREPARE_COMPUTED,PREPARED,SOURCE_LIMITED_TO_OBSERVED_RAW_PATTERN,provider returned None in wrapped runtime call; prepared row is computed fallback output
2023-01-09,600732.SH,SOURCE_LIMITED_PREPARED_RECORD,PROJECT_AUCTION_PREPARE_CACHE,SOURCE_LIMITED,OBSERVED_RAW_PATTERN,AUCTION_PREPARE_COMPUTED,PREPARED,SOURCE_LIMITED_TO_OBSERVED_RAW_PATTERN,provider returned None in wrapped runtime call; prepared row is computed fallback output
2023-01-09,002056.SZ,SOURCE_LIMITED_PREPARED_RECORD,PROJECT_AUCTION_PREPARE_CACHE,SOURCE_LIMITED,OBSERVED_RAW_PATTERN,AUCTION_PREPARE_COMPUTED,PREPARED,SOURCE_LIMITED_TO_OBSERVED_RAW_PATTERN,provider returned None in wrapped runtime call; prepared row is computed fallback output
2023-01-09,603260.SH,SOURCE_LIMITED_PREPARED_RECORD,PROJECT_AUCTION_PREPARE_CACHE,SOURCE_LIMITED,OBSERVED_RAW_PATTERN,AUCTION_PREPARE_COMPUTED,PREPARED,SOURCE_LIMITED_TO_OBSERVED_RAW_PATTERN,provider returned None in wrapped runtime call; prepared row is computed fallback output
2023-01-09,002150.SZ,SOURCE_LIMITED_PREPARED_RECORD,PROJECT_AUCTION_PREPARE_CACHE,SOURCE_LIMITED,OBSERVED_RAW_PATTERN,AUCTION_PREPARE_COMPUTED,PREPARED,SOURCE_LIMITED_TO_OBSERVED_RAW_PATTERN,provider returned None in wrapped runtime call; prepared row is computed fallback output
2023-01-09,605111.SH,SOURCE_LIMITED_PREPARED_RECORD,PROJECT_AUCTION_PREPARE_CACHE,SOURCE_LIMITED,OBSERVED_RAW_PATTERN,AUCTION_PREPARE_COMPUTED,PREPARED,SOURCE_LIMITED_TO_OBSERVED_RAW_PATTERN,provider returned None in wrapped runtime call; prepared row is computed fallback output
2023-01-09,603212.SH,SOURCE_LIMITED_PREPARED_RECORD,PROJECT_AUCTION_PREPARE_CACHE,SOURCE_LIMITED,OBSERVED_RAW_PATTERN,AUCTION_PREPARE_COMPUTED,PREPARED,SOURCE_LIMITED_TO_OBSERVED_RAW_PATTERN,provider returned None in wrapped runtime call; prepared row is computed fallback output
2023-01-09,600477.SH,SOURCE_LIMITED_PREPARED_RECORD,PROJECT_AUCTION_PREPARE_CACHE,SOURCE_LIMITED,OBSERVED_RAW_PATTERN,AUCTION_PREPARE_COMPUTED,PREPARED,SOURCE_LIMITED_TO_OBSERVED_RAW_PATTERN,provider returned None in wrapped runtime call; prepared row is computed fallback output
2023-01-09,600586.SH,SOURCE_LIMITED_PREPARED_RECORD,PROJECT_AUCTION_PREPARE_CACHE,SOURCE_LIMITED,OBSERVED_RAW_PATTERN,AUCTION_PREPARE_COMPUTED,PREPARED,SOURCE_LIMITED_TO_OBSERVED_RAW_PATTERN,provider returned None in wrapped runtime call; prepared row is computed fallback output
2023-01-09,601519.SH,SOURCE_LIMITED_PREPARED_RECORD,PROJECT_AUCTION_PREPARE_CACHE,SOURCE_LIMITED,OBSERVED_RAW_PATTERN,AUCTION_PREPARE_COMPUTED,PREPARED,SOURCE_LIMITED_TO_OBSERVED_RAW_PATTERN,provider returned None in wrapped runtime call; prepared row is computed fallback output
2023-01-09,600066.SH,SOURCE_LIMITED_PREPARED_RECORD,PROJECT_AUCTION_PREPARE_CACHE,SOURCE_LIMITED,OBSERVED_RAW_PATTERN,AUCTION_PREPARE_COMPUTED,PREPARED,SOURCE_LIMITED_TO_OBSERVED_RAW_PATTERN,provider returned None in wrapped runtime call; prepared row is computed fallback output
2023-01-09,002758.SZ,SOURCE_LIMITED_PREPARED_RECORD,PROJECT_AUCTION_PREPARE_CACHE,SOURCE_LIMITED,OBSERVED_RAW_PATTERN,AUCTION_PREPARE_COMPUTED,PREPARED,SOURCE_LIMITED_TO_OBSERVED_RAW_PATTERN,provider returned None in wrapped runtime call; prepared row is computed fallback output
2023-01-09,603367.SH,SOURCE_LIMITED_PREPARED_RECORD,PROJECT_AUCTION_PREPARE_CACHE,SOURCE_LIMITED,OBSERVED_RAW_PATTERN,AUCTION_PREPARE_COMPUTED,PREPARED,SOURCE_LIMITED_TO_OBSERVED_RAW_PATTERN,provider returned None in wrapped runtime call; prepared row is computed fallback output
2023-01-09,002929.SZ,SOURCE_LIMITED_PREPARED_RECORD,PROJECT_AUCTION_PREPARE_CACHE,SOURCE_LIMITED,OBSERVED_RAW_PATTERN,AUCTION_PREPARE_COMPUTED,PREPARED,SOURCE_LIMITED_TO_OBSERVED_RAW_PATTERN,provider returned None in wrapped runtime call; prepared row is computed fallback output
2023-01-09,000560.SZ,SOURCE_LIMITED_PREPARED_RECORD,PROJECT_AUCTION_PREPARE_CACHE,SOURCE_LIMITED,OBSERVED_RAW_PATTERN,AUCTION_PREPARE_COMPUTED,PREPARED,SOURCE_LIMITED_TO_OBSERVED_RAW_PATTERN,provider returned None in wrapped runtime call; prepared row is computed fallback output
2023-01-10,601216.SH,SOURCE_LIMITED_PREPARED_RECORD,PROJECT_AUCTION_PREPARE_CACHE,SOURCE_LIMITED,OBSERVED_RAW_PATTERN,AUCTION_PREPARE_COMPUTED,PREPARED,SOURCE_LIMITED_TO_OBSERVED_RAW_PATTERN,provider returned None in wrapped runtime call; prepared row is computed fallback output
2023-01-10,600996.SH,SOURCE_LIMITED_PREPARED_RECORD,PROJECT_AUCTION_PREPARE_CACHE,SOURCE_LIMITED,OBSERVED_RAW_PATTERN,AUCTION_PREPARE_COMPUTED,PREPARED,SOURCE_LIMITED_TO_OBSERVED_RAW_PATTERN,provider returned None in wrapped runtime call; prepared row is computed fallback output
2023-01-10,601137.SH,SOURCE_LIMITED_PREPARED_RECORD,PROJECT_AUCTION_PREPARE_CACHE,SOURCE_LIMITED,OBSERVED_RAW_PATTERN,AUCTION_PREPARE_COMPUTED,PREPARED,SOURCE_LIMITED_TO_OBSERVED_RAW_PATTERN,provider returned None in wrapped runtime call; prepared row is computed fallback output
2023-01-10,002646.SZ,SOURCE_LIMITED_PREPARED_RECORD,PROJECT_AUCTION_PREPARE_CACHE,SOURCE_LIMITED,OBSERVED_RAW_PATTERN,AUCTION_PREPARE_COMPUTED,PREPARED,SOURCE_LIMITED_TO_OBSERVED_RAW_PATTERN,provider returned None in wrapped runtime call; prepared row is computed fallback output
2023-01-10,600477.SH,SOURCE_LIMITED_PREPARED_RECORD,PROJECT_AUCTION_PREPARE_CACHE,SOURCE_LIMITED,OBSERVED_RAW_PATTERN,AUCTION_PREPARE_COMPUTED,PREPARED,SOURCE_LIMITED_TO_OBSERVED_RAW_PATTERN,provider returned None in wrapped runtime call; prepared row is computed fallback output
2023-01-10,002184.SZ,SOURCE_LIMITED_PREPARED_RECORD,PROJECT_AUCTION_PREPARE_CACHE,SOURCE_LIMITED,OBSERVED_RAW_PATTERN,AUCTION_PREPARE_COMPUTED,PREPARED,SOURCE_LIMITED_TO_OBSERVED_RAW_PATTERN,provider returned None in wrapped runtime call; prepared row is computed fallback output
2023-01-10,600563.SH,SOURCE_LIMITED_PREPARED_RECORD,PROJECT_AUCTION_PREPARE_CACHE,SOURCE_LIMITED,OBSERVED_RAW_PATTERN,AUCTION_PREPARE_COMPUTED,PREPARED,SOURCE_LIMITED_TO_OBSERVED_RAW_PATTERN,provider returned None in wrapped runtime call; prepared row is computed fallback output
2023-01-10,002010.SZ,SOURCE_LIMITED_PREPARED_RECORD,PROJECT_AUCTION_PREPARE_CACHE,SOURCE_LIMITED,OBSERVED_RAW_PATTERN,AUCTION_PREPARE_COMPUTED,PREPARED,SOURCE_LIMITED_TO_OBSERVED_RAW_PATTERN,provider returned None in wrapped runtime call; prepared row is computed fallback output
2023-01-10,002291.SZ,SOURCE_LIMITED_PREPARED_RECORD,PROJECT_AUCTION_PREPARE_CACHE,SOURCE_LIMITED,OBSERVED_RAW_PATTERN,AUCTION_PREPARE_COMPUTED,PREPARED,SOURCE_LIMITED_TO_OBSERVED_RAW_PATTERN,provider returned None in wrapped runtime call; prepared row is computed fallback output
2023-01-10,002234.SZ,SOURCE_LIMITED_PREPARED_RECORD,PROJECT_AUCTION_PREPARE_CACHE,SOURCE_LIMITED,OBSERVED_RAW_PATTERN,AUCTION_PREPARE_COMPUTED,PREPARED,SOURCE_LIMITED_TO_OBSERVED_RAW_PATTERN,provider returned None in wrapped runtime call; prepared row is computed fallback output
2023-01-10,000548.SZ,SOURCE_LIMITED_PREPARED_RECORD,PROJECT_AUCTION_PREPARE_CACHE,SOURCE_LIMITED,OBSERVED_RAW_PATTERN,AUCTION_PREPARE_COMPUTED,PREPARED,SOURCE_LIMITED_TO_OBSERVED_RAW_PATTERN,provider returned None in wrapped runtime call; prepared row is computed fallback output
2023-01-10,002997.SZ,SOURCE_LIMITED_PREPARED_RECORD,PROJECT_AUCTION_PREPARE_CACHE,SOURCE_LIMITED,OBSERVED_RAW_PATTERN,AUCTION_PREPARE_COMPUTED,PREPARED,SOURCE_LIMITED_TO_OBSERVED_RAW_PATTERN,provider returned None in wrapped runtime call; prepared row is computed fallback output
2023-01-10,002141.SZ,SOURCE_LIMITED_PREPARED_RECORD,PROJECT_AUCTION_PREPARE_CACHE,SOURCE_LIMITED,OBSERVED_RAW_PATTERN,AUCTION_PREPARE_COMPUTED,PREPARED,SOURCE_LIMITED_TO_OBSERVED_RAW_PATTERN,provider returned None in wrapped runtime call; prepared row is computed fallback output
2023-01-10,000526.SZ,SOURCE_LIMITED_PREPARED_RECORD,PROJECT_AUCTION_PREPARE_CACHE,SOURCE_LIMITED,OBSERVED_RAW_PATTERN,AUCTION_PREPARE_COMPUTED,PREPARED,SOURCE_LIMITED_TO_OBSERVED_RAW_PATTERN,provider returned None in wrapped runtime call; prepared row is computed fallback output
2023-01-11,000404.SZ,SOURCE_LIMITED_PREPARED_RECORD,PROJECT_AUCTION_PREPARE_CACHE,SOURCE_LIMITED,OBSERVED_RAW_PATTERN,AUCTION_PREPARE_COMPUTED,PREPARED,SOURCE_LIMITED_TO_OBSERVED_RAW_PATTERN,provider returned None in wrapped runtime call; prepared row is computed fallback output
