trade_date,branch,code,signal_variant,phase1c_present,phase1d_present,phase1c_terminal_state,phase1d_terminal_state,phase1c_source_mode,phase1d_source_mode,difference_type
2023-01-06,Scorpion,002920.XSHE,SCORPION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-09,Auction,000301.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-09,Auction,000560.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-09,Auction,002056.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-09,Auction,002150.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-09,Auction,002683.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-09,Auction,002758.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-09,Auction,002929.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-09,Auction,600066.XSHG,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-09,Auction,600477.XSHG,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-09,Auction,600586.XSHG,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-09,Auction,600732.XSHG,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-09,Auction,601519.XSHG,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-09,Auction,601865.XSHG,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-09,Auction,603212.XSHG,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-09,Auction,603260.XSHG,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-09,Auction,603367.XSHG,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-09,Auction,605111.XSHG,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-09,Scorpion,002865.XSHE,SCORPION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-09,Scorpion,003038.XSHE,SCORPION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-09,Scorpion,600732.XSHG,SCORPION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-09,Scorpion,603348.XSHG,SCORPION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-10,Auction,000526.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-10,Auction,000548.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-10,Auction,002010.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-10,Auction,002141.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-10,Auction,002184.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-10,Auction,002234.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-10,Auction,002291.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-10,Auction,002646.XSHE,AUCTION_PREPARED,True,True,FILLED,FILLED,,,IDENTICAL
2023-01-10,Auction,002997.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-10,Auction,600477.XSHG,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-10,Auction,600563.XSHG,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-10,Auction,600996.XSHG,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-10,Auction,601137.XSHG,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-10,Auction,601216.XSHG,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-10,YJJ,002646.XSHE,YJJ_PREPARED,True,False,MOTHERBOARD_GATED_OUT,,,,PHASE1C_ONLY
2023-01-10,YJJ,600996.XSHG,YJJ_PREPARED,True,False,MOTHERBOARD_GATED_OUT,,,,PHASE1C_ONLY
2023-01-10,YJJ,601137.XSHG,YJJ_PREPARED,True,False,MOTHERBOARD_GATED_OUT,,,,PHASE1C_ONLY
2023-01-11,Auction,000404.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-11,Auction,002915.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-11,YJJ,000716.XSHE,YJJ_PREPARED,True,False,MOTHERBOARD_GATED_OUT,,,,PHASE1C_ONLY
2023-01-12,Auction,002045.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-12,Auction,002104.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-12,Auction,002454.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-12,Auction,002875.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-12,Auction,002990.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-12,Auction,600121.XSHG,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-12,Auction,600130.XSHG,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-12,Auction,600189.XSHG,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-12,Auction,600212.XSHG,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-12,Auction,601858.XSHG,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-12,Auction,603069.XSHG,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-12,Scorpion,603929.XSHG,SCORPION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-13,Auction,000025.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-13,Auction,002068.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-13,Auction,002162.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-13,Auction,002184.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-13,Auction,002315.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-13,Auction,002368.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-13,Auction,002823.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-13,Auction,002933.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-13,Auction,600391.XSHG,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-13,Auction,600556.XSHG,AUCTION_PREPARED,True,True,FILLED,FILLED,,,IDENTICAL
2023-01-13,Auction,600973.XSHG,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-13,Auction,603598.XSHG,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-13,Auction,603918.XSHG,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-13,Scorpion,002651.XSHE,SCORPION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-13,Scorpion,002952.XSHE,SCORPION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-13,Scorpion,600556.XSHG,SCORPION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-13,Scorpion,600973.XSHG,SCORPION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-16,Auction,000151.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-16,Auction,000670.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-16,Auction,002103.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-16,Auction,002137.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-16,Auction,002388.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-16,Auction,002593.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-16,Auction,600095.XSHG,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-16,Auction,600189.XSHG,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-16,Auction,600510.XSHG,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-16,Auction,603486.XSHG,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-16,Auction,603866.XSHG,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-16,Auction,605289.XSHG,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-17,Auction,000785.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-17,Auction,002279.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-17,Auction,002500.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-17,Auction,002567.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-17,Auction,002687.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-17,Auction,002821.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-17,Auction,600130.XSHG,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-17,Auction,600203.XSHG,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-17,Auction,600446.XSHG,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-17,Auction,600483.XSHG,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-17,Auction,600559.XSHG,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-17,Auction,600572.XSHG,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-17,YJJ,002279.XSHE,YJJ_PREPARED,True,True,FILLED,FILLED,,,IDENTICAL
2023-01-17,YJJ,002368.XSHE,YJJ_PREPARED,True,True,FILLED,FILLED,,,IDENTICAL
2023-01-17,YJJ,600559.XSHG,YJJ_PREPARED,True,True,SLOT_BLOCKED,SLOT_BLOCKED,,,IDENTICAL
2023-01-18,Auction,000755.XSHE,AUCTION_PREPARED,True,False,MOTHERBOARD_GATED_OUT,,,,PHASE1C_ONLY
2023-01-18,Auction,002037.XSHE,AUCTION_PREPARED,True,False,MOTHERBOARD_GATED_OUT,,,,PHASE1C_ONLY
2023-01-18,Auction,002238.XSHE,AUCTION_PREPARED,True,False,MOTHERBOARD_GATED_OUT,,,,PHASE1C_ONLY
2023-01-18,Auction,002296.XSHE,AUCTION_PREPARED,True,False,MOTHERBOARD_GATED_OUT,,,,PHASE1C_ONLY
2023-01-18,Auction,002329.XSHE,AUCTION_PREPARED,True,False,MOTHERBOARD_GATED_OUT,,,,PHASE1C_ONLY
2023-01-18,Auction,002553.XSHE,AUCTION_PREPARED,True,False,MOTHERBOARD_GATED_OUT,,,,PHASE1C_ONLY
2023-01-18,Auction,600633.XSHG,AUCTION_PREPARED,True,False,MOTHERBOARD_GATED_OUT,,,,PHASE1C_ONLY
2023-01-18,Auction,600771.XSHG,AUCTION_PREPARED,True,False,MOTHERBOARD_GATED_OUT,,,,PHASE1C_ONLY
2023-01-18,Auction,603330.XSHG,AUCTION_PREPARED,True,False,MOTHERBOARD_GATED_OUT,,,,PHASE1C_ONLY
2023-01-18,YJJ,000755.XSHE,YJJ_PREPARED,True,False,MOTHERBOARD_GATED_OUT,,,,PHASE1C_ONLY
2023-01-18,YJJ,002576.XSHE,YJJ_PREPARED,True,False,MOTHERBOARD_GATED_OUT,,,,PHASE1C_ONLY
2023-01-19,Auction,000815.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-19,Auction,002343.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-19,Auction,002383.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-19,Auction,002642.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-19,Auction,002807.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-19,Auction,600756.XSHG,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-20,Auction,000996.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-20,Auction,002232.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-20,Auction,002368.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-20,Auction,002945.XSHE,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-20,Auction,600657.XSHG,AUCTION_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-20,Auction,600705.XSHG,AUCTION_PREPARED,True,True,FILLED,FILLED,,,IDENTICAL
2023-01-20,YJJ,002945.XSHE,YJJ_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-20,YJJ,600536.XSHG,YJJ_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-20,YJJ,600771.XSHG,YJJ_PREPARED,True,True,BRANCH_FILTERED,BRANCH_FILTERED,,,IDENTICAL
2023-01-30,Auction,000758.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-30,Auction,002121.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-30,Auction,002192.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-30,Auction,002334.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-30,Auction,002467.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-30,Auction,002896.XSHE,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-30,Auction,600971.XSHG,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-30,Auction,601008.XSHG,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-30,Auction,603636.XSHG,AUCTION_PREPARED,True,False,SLOT_BLOCKED,,,,PHASE1C_ONLY
2023-01-30,YJJ,000758.XSHE,YJJ_PREPARED,True,True,FILLED,FILLED,,,IDENTICAL
2023-01-30,YJJ,000831.XSHE,YJJ_PREPARED,True,True,FILLED,FILLED,,,IDENTICAL
2023-01-30,YJJ,002121.XSHE,YJJ_PREPARED,True,True,SLOT_BLOCKED,SLOT_BLOCKED,,,IDENTICAL
2023-01-30,YJJ,600705.XSHG,YJJ_PREPARED,True,True,SLOT_BLOCKED,SLOT_BLOCKED,,,IDENTICAL
