schema_version,pattern_id,prepared_signal_id,trade_date,code,branch,pattern_variant,prepared_variant,alignment_status,alignment_reason
0.4,Scorpion|2023-01-04|002244.XSHE|SCORPION_FIRST_BOARD,Scorpion|2023-01-04|002244.XSHE|SCORPION_PREPARED,2023-01-04,002244.XSHE,Scorpion,SCORPION_FIRST_BOARD,SCORPION_PREPARED,ONE_TO_ONE,prepared candidate has observed parent
0.4,Scorpion|2023-01-04|002693.XSHE|SCORPION_FIRST_BOARD,Scorpion|2023-01-04|002693.XSHE|SCORPION_PREPARED,2023-01-04,002693.XSHE,Scorpion,SCORPION_FIRST_BOARD,SCORPION_PREPARED,ONE_TO_ONE,prepared candidate has observed parent
0.4,Scorpion|2023-01-04|002826.XSHE|SCORPION_FIRST_BOARD,Scorpion|2023-01-04|002826.XSHE|SCORPION_PREPARED,2023-01-04,002826.XSHE,Scorpion,SCORPION_FIRST_BOARD,SCORPION_PREPARED,ONE_TO_ONE,prepared candidate has observed parent
0.4,Scorpion|2023-01-04|600532.XSHG|SCORPION_FIRST_BOARD,Scorpion|2023-01-04|600532.XSHG|SCORPION_PREPARED,2023-01-04,600532.XSHG,Scorpion,SCORPION_FIRST_BOARD,SCORPION_PREPARED,ONE_TO_ONE,prepared candidate has observed parent
0.4,Scorpion|2023-01-04|600062.XSHG|SCORPION_FIRST_BOARD,Scorpion|2023-01-04|600062.XSHG|SCORPION_PREPARED,2023-01-04,600062.XSHG,Scorpion,SCORPION_FIRST_BOARD,SCORPION_PREPARED,ONE_TO_ONE,prepared candidate has observed parent
0.4,Scorpion|2023-01-04|001308.XSHE|SCORPION_FIRST_BOARD,Scorpion|2023-01-04|001308.XSHE|SCORPION_PREPARED,2023-01-04,001308.XSHE,Scorpion,SCORPION_FIRST_BOARD,SCORPION_PREPARED,ONE_TO_ONE,prepared candidate has observed parent
0.4,Scorpion|2023-01-04|603138.XSHG|SCORPION_FIRST_BOARD,Scorpion|2023-01-04|603138.XSHG|SCORPION_PREPARED,2023-01-04,603138.XSHG,Scorpion,SCORPION_FIRST_BOARD,SCORPION_PREPARED,ONE_TO_ONE,prepared candidate has observed parent
0.4,Scorpion|2023-01-04|603529.XSHG|SCORPION_FIRST_BOARD,Scorpion|2023-01-04|603529.XSHG|SCORPION_PREPARED,2023-01-04,603529.XSHG,Scorpion,SCORPION_FIRST_BOARD,SCORPION_PREPARED,ONE_TO_ONE,prepared candidate has observed parent
0.4,Auction|2023-01-04|600062.XSHG|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-04|600062.XSHG|AUCTION_PREPARED,2023-01-04,600062.XSHG,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-04|000948.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-04|000948.XSHE|AUCTION_PREPARED,2023-01-04,000948.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-04|002368.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-04|002368.XSHE|AUCTION_PREPARED,2023-01-04,002368.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-04|603233.XSHG|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-04|603233.XSHG|AUCTION_PREPARED,2023-01-04,603233.XSHG,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-04|002244.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-04|002244.XSHE|AUCTION_PREPARED,2023-01-04,002244.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-04|600996.XSHG|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-04|600996.XSHG|AUCTION_PREPARED,2023-01-04,600996.XSHG,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-04|002405.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-04|002405.XSHE|AUCTION_PREPARED,2023-01-04,002405.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-04|002031.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-04|002031.XSHE|AUCTION_PREPARED,2023-01-04,002031.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-04|000597.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-04|000597.XSHE|AUCTION_PREPARED,2023-01-04,000597.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-04|600789.XSHG|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-04|600789.XSHG|AUCTION_PREPARED,2023-01-04,600789.XSHG,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-04|002626.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-04|002626.XSHE|AUCTION_PREPARED,2023-01-04,002626.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-04|003029.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-04|003029.XSHE|AUCTION_PREPARED,2023-01-04,003029.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-04|002072.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-04|002072.XSHE|AUCTION_PREPARED,2023-01-04,002072.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-04|002162.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-04|002162.XSHE|AUCTION_PREPARED,2023-01-04,002162.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-04|002549.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-04|002549.XSHE|AUCTION_PREPARED,2023-01-04,002549.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-04|002412.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-04|002412.XSHE|AUCTION_PREPARED,2023-01-04,002412.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Scorpion|2023-01-05|002845.XSHE|SCORPION_FIRST_BOARD,Scorpion|2023-01-05|002845.XSHE|SCORPION_PREPARED,2023-01-05,002845.XSHE,Scorpion,SCORPION_FIRST_BOARD,SCORPION_PREPARED,ONE_TO_ONE,prepared candidate has observed parent
0.4,Scorpion|2023-01-05|603439.XSHG|SCORPION_FIRST_BOARD,Scorpion|2023-01-05|603439.XSHG|SCORPION_PREPARED,2023-01-05,603439.XSHG,Scorpion,SCORPION_FIRST_BOARD,SCORPION_PREPARED,ONE_TO_ONE,prepared candidate has observed parent
0.4,Scorpion|2023-01-05|003004.XSHE|SCORPION_FIRST_BOARD,Scorpion|2023-01-05|003004.XSHE|SCORPION_PREPARED,2023-01-05,003004.XSHE,Scorpion,SCORPION_FIRST_BOARD,SCORPION_PREPARED,ONE_TO_ONE,prepared candidate has observed parent
0.4,RZQ|2023-01-05|000716.XSHE|RZQ_BILLBOARD_BROKEN_BOARD,RZQ|2023-01-05|000716.XSHE|RZQ_PREPARED,2023-01-05,000716.XSHE,RZQ,RZQ_BILLBOARD_BROKEN_BOARD,RZQ_PREPARED,ONE_TO_ONE,prepared candidate has observed parent
0.4,RZQ|2023-01-05|002820.XSHE|RZQ_BILLBOARD_BROKEN_BOARD,RZQ|2023-01-05|002820.XSHE|RZQ_PREPARED,2023-01-05,002820.XSHE,RZQ,RZQ_BILLBOARD_BROKEN_BOARD,RZQ_PREPARED,ONE_TO_ONE,prepared candidate has observed parent
0.4,RZQ|2023-01-05|002995.XSHE|RZQ_BILLBOARD_BROKEN_BOARD,RZQ|2023-01-05|002995.XSHE|RZQ_PREPARED,2023-01-05,002995.XSHE,RZQ,RZQ_BILLBOARD_BROKEN_BOARD,RZQ_PREPARED,ONE_TO_ONE,prepared candidate has observed parent
0.4,RZQ|2023-01-05|600880.XSHG|RZQ_BILLBOARD_BROKEN_BOARD,RZQ|2023-01-05|600880.XSHG|RZQ_PREPARED,2023-01-05,600880.XSHG,RZQ,RZQ_BILLBOARD_BROKEN_BOARD,RZQ_PREPARED,ONE_TO_ONE,prepared candidate has observed parent
0.4,Auction|2023-01-05|601155.XSHG|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-05|601155.XSHG|AUCTION_PREPARED,2023-01-05,601155.XSHG,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-05|600992.XSHG|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-05|600992.XSHG|AUCTION_PREPARED,2023-01-05,600992.XSHG,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-05|000938.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-05|000938.XSHE|AUCTION_PREPARED,2023-01-05,000938.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-05|000736.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-05|000736.XSHE|AUCTION_PREPARED,2023-01-05,000736.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-05|000797.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-05|000797.XSHE|AUCTION_PREPARED,2023-01-05,000797.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-05|000670.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-05|000670.XSHE|AUCTION_PREPARED,2023-01-05,000670.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-05|002712.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-05|002712.XSHE|AUCTION_PREPARED,2023-01-05,002712.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-05|002188.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-05|002188.XSHE|AUCTION_PREPARED,2023-01-05,002188.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-05|002575.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-05|002575.XSHE|AUCTION_PREPARED,2023-01-05,002575.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-05|002494.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-05|002494.XSHE|AUCTION_PREPARED,2023-01-05,002494.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Scorpion|2023-01-06|002196.XSHE|SCORPION_FIRST_BOARD,Scorpion|2023-01-06|002196.XSHE|SCORPION_PREPARED,2023-01-06,002196.XSHE,Scorpion,SCORPION_FIRST_BOARD,SCORPION_PREPARED,ONE_TO_ONE,prepared candidate has observed parent
0.4,Scorpion|2023-01-06|002241.XSHE|SCORPION_FIRST_BOARD,Scorpion|2023-01-06|002241.XSHE|SCORPION_PREPARED,2023-01-06,002241.XSHE,Scorpion,SCORPION_FIRST_BOARD,SCORPION_PREPARED,ONE_TO_ONE,prepared candidate has observed parent
0.4,Scorpion|2023-01-06|002812.XSHE|SCORPION_FIRST_BOARD,Scorpion|2023-01-06|002812.XSHE|SCORPION_PREPARED,2023-01-06,002812.XSHE,Scorpion,SCORPION_FIRST_BOARD,SCORPION_PREPARED,ONE_TO_ONE,prepared candidate has observed parent
0.4,Scorpion|2023-01-06|002906.XSHE|SCORPION_FIRST_BOARD,Scorpion|2023-01-06|002906.XSHE|SCORPION_PREPARED,2023-01-06,002906.XSHE,Scorpion,SCORPION_FIRST_BOARD,SCORPION_PREPARED,ONE_TO_ONE,prepared candidate has observed parent
0.4,Scorpion|2023-01-06|002920.XSHE|SCORPION_FIRST_BOARD,Scorpion|2023-01-06|002920.XSHE|SCORPION_PREPARED,2023-01-06,002920.XSHE,Scorpion,SCORPION_FIRST_BOARD,SCORPION_PREPARED,ONE_TO_ONE,prepared candidate has observed parent
0.4,Auction|2023-01-06|600095.XSHG|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-06|600095.XSHG|AUCTION_PREPARED,2023-01-06,600095.XSHG,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-06|603105.XSHG|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-06|603105.XSHG|AUCTION_PREPARED,2023-01-06,603105.XSHG,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-06|000665.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-06|000665.XSHE|AUCTION_PREPARED,2023-01-06,000665.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-06|000049.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-06|000049.XSHE|AUCTION_PREPARED,2023-01-06,000049.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-06|002357.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-06|002357.XSHE|AUCTION_PREPARED,2023-01-06,002357.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-06|002213.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-06|002213.XSHE|AUCTION_PREPARED,2023-01-06,002213.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-06|600853.XSHG|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-06|600853.XSHG|AUCTION_PREPARED,2023-01-06,600853.XSHG,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-06|001267.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-06|001267.XSHE|AUCTION_PREPARED,2023-01-06,001267.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-06|002712.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-06|002712.XSHE|AUCTION_PREPARED,2023-01-06,002712.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-06|002654.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-06|002654.XSHE|AUCTION_PREPARED,2023-01-06,002654.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-06|000507.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-06|000507.XSHE|AUCTION_PREPARED,2023-01-06,000507.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-06|002351.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-06|002351.XSHE|AUCTION_PREPARED,2023-01-06,002351.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-06|001896.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-06|001896.XSHE|AUCTION_PREPARED,2023-01-06,001896.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-06|603050.XSHG|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-06|603050.XSHG|AUCTION_PREPARED,2023-01-06,603050.XSHG,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Scorpion|2023-01-09|002865.XSHE|SCORPION_FIRST_BOARD,Scorpion|2023-01-09|002865.XSHE|SCORPION_PREPARED,2023-01-09,002865.XSHE,Scorpion,SCORPION_FIRST_BOARD,SCORPION_PREPARED,ONE_TO_ONE,prepared candidate has observed parent
0.4,Scorpion|2023-01-09|003038.XSHE|SCORPION_FIRST_BOARD,Scorpion|2023-01-09|003038.XSHE|SCORPION_PREPARED,2023-01-09,003038.XSHE,Scorpion,SCORPION_FIRST_BOARD,SCORPION_PREPARED,ONE_TO_ONE,prepared candidate has observed parent
0.4,Scorpion|2023-01-09|600732.XSHG|SCORPION_FIRST_BOARD,Scorpion|2023-01-09|600732.XSHG|SCORPION_PREPARED,2023-01-09,600732.XSHG,Scorpion,SCORPION_FIRST_BOARD,SCORPION_PREPARED,ONE_TO_ONE,prepared candidate has observed parent
0.4,Scorpion|2023-01-09|603348.XSHG|SCORPION_FIRST_BOARD,Scorpion|2023-01-09|603348.XSHG|SCORPION_PREPARED,2023-01-09,603348.XSHG,Scorpion,SCORPION_FIRST_BOARD,SCORPION_PREPARED,ONE_TO_ONE,prepared candidate has observed parent
0.4,Auction|2023-01-09|601865.XSHG|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-09|601865.XSHG|AUCTION_PREPARED,2023-01-09,601865.XSHG,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-09|000301.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-09|000301.XSHE|AUCTION_PREPARED,2023-01-09,000301.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-09|002683.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-09|002683.XSHE|AUCTION_PREPARED,2023-01-09,002683.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-09|600732.XSHG|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-09|600732.XSHG|AUCTION_PREPARED,2023-01-09,600732.XSHG,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-09|002056.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-09|002056.XSHE|AUCTION_PREPARED,2023-01-09,002056.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-09|603260.XSHG|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-09|603260.XSHG|AUCTION_PREPARED,2023-01-09,603260.XSHG,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-09|002150.XSHE|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-09|002150.XSHE|AUCTION_PREPARED,2023-01-09,002150.XSHE,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-09|605111.XSHG|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-09|605111.XSHG|AUCTION_PREPARED,2023-01-09,605111.XSHG,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-09|603212.XSHG|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-09|603212.XSHG|AUCTION_PREPARED,2023-01-09,603212.XSHG,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-09|600477.XSHG|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-09|600477.XSHG|AUCTION_PREPARED,2023-01-09,600477.XSHG,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-09|600586.XSHG|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-09|600586.XSHG|AUCTION_PREPARED,2023-01-09,600586.XSHG,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
0.4,Auction|2023-01-09|601519.XSHG|AUCTION_CACHE_PREPARED_SOURCE,Auction|2023-01-09|601519.XSHG|AUCTION_PREPARED,2023-01-09,601519.XSHG,Auction,AUCTION_CACHE_PREPARED_SOURCE,AUCTION_PREPARED,SOURCE_LIMITED,prepared candidate mapped to source-limited cache record
